@relation algoritmo_bic_imagem_fish

@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@attribute 13 real
@attribute 14 real
@attribute 15 real
@attribute 16 real
@attribute 17 real
@attribute 18 real
@attribute 19 real
@attribute 20 real
@attribute 21 real
@attribute 22 real
@attribute 23 real
@attribute 24 real
@attribute 25 real
@attribute 26 real
@attribute 27 real
@attribute 28 real
@attribute 29 real
@attribute 30 real
@attribute 31 real
@attribute 32 real
@attribute 33 real
@attribute 34 real
@attribute 35 real
@attribute 36 real
@attribute 37 real
@attribute 38 real
@attribute 39 real
@attribute 40 real
@attribute 41 real
@attribute 42 real
@attribute 43 real
@attribute 44 real
@attribute 45 real
@attribute 46 real
@attribute 47 real
@attribute 48 real
@attribute 49 real
@attribute 50 real
@attribute 51 real
@attribute 52 real
@attribute 53 real
@attribute 54 real
@attribute 55 real
@attribute 56 real
@attribute 57 real
@attribute 58 real
@attribute 59 real
@attribute 60 real
@attribute 61 real
@attribute 62 real
@attribute 63 real
@attribute 64 real
@attribute 65 real
@attribute 66 real
@attribute 67 real
@attribute 68 real
@attribute 69 real
@attribute 70 real
@attribute 71 real
@attribute 72 real
@attribute 73 real
@attribute 74 real
@attribute 75 real
@attribute 76 real
@attribute 77 real
@attribute 78 real
@attribute 79 real
@attribute 80 real
@attribute 81 real
@attribute 82 real
@attribute 83 real
@attribute 84 real
@attribute 85 real
@attribute 86 real
@attribute 87 real
@attribute 88 real
@attribute 89 real
@attribute 90 real
@attribute 91 real
@attribute 92 real
@attribute 93 real
@attribute 94 real
@attribute 95 real
@attribute 96 real
@attribute 97 real
@attribute 98 real
@attribute 99 real
@attribute 100 real
@attribute 101 real
@attribute 102 real
@attribute 103 real
@attribute 104 real
@attribute 105 real
@attribute 106 real
@attribute 107 real
@attribute 108 real
@attribute 109 real
@attribute 110 real
@attribute 111 real
@attribute 112 real
@attribute 113 real
@attribute 114 real
@attribute 115 real
@attribute 116 real
@attribute 117 real
@attribute 118 real
@attribute 119 real
@attribute 120 real
@attribute 121 real
@attribute 122 real
@attribute 123 real
@attribute 124 real
@attribute 125 real
@attribute 126 real
@attribute 127 real

@data
3890,21,0,0,22,211,2,0,0,16,177,1,0,0,16,1145,646,3,0,0,362,473,12,0,12,436,90,0,0,3,274,842,0,0,0,0,968,836,3,0,517,895,478,10,0,0,79,48,0,0,0,0,2030,188,0,0,4392,802,20,6,0,0,17,2182,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,1983
